	claim	evidence	label
465	Diyanet'in yapay eti caiz ilan eden bir fetva yayınladığı iddiası	Din İşleri Yüksek Kurulu’nun yapay etin helal olduğunu söyleyen bir fetvası yok.İddiayı ortaya atan kişi bir toplantıda konuşulan fikirleri aktarmış, bir fetva kararını değil.	yanlış
97	Geleceğe Nefes kampanyasında dikilen tüm fidanların yüzde 90’ının kuruduğu iddiası	İddia belli bir bölgede yapılan sayıma dayalı.Dikilen fidanların yüzde 90'ının kurumuş olup olmadığının anlaşılması için geçmesi gereken süre henüz dolmadı.	yanlış
266	ABD’de uçan araba testinin onaylandığı iddiası	İddiaya konu olan uçan araba Alef Aeronautics şirketinin ürettiği “Model A” aracı.Amerika Federal Havacılık Dairesi, Model A’ya “Uçuşa Elverişlilik Sertifikası” verdi.Bu sertifika, Alef Aeronautics’in Model A aracı için sınırlı yerlerde ve sınırlı amaçlarla yol ve uçuş testleri yapmasına izin veriyor.Model A’nın halka arz edilebilmesi için ABD Ulusal Karayolu ve Trafik Güvenliği İdaresi standartlarını da karşılaması gerekecek.Dikey kalkış ve iniş kabiliyetine sahip olan uçan araba, 321 kilometrelik bir yol menziline ve 177 kilometrelik bir uçuş menziline sahip olacak.	doğru
357	Neil deGrasse Tyson’ın 2 Kasım'da dünyaya meteor çarpacağını söylediği iddiası	Neil deGrasse Tyson, 2018VP1 meteorunun dünyaya çarpacağını değil, çarpma ihtimali olduğunu söylemiş.NASA meteorun tehdit oluşturmadığını belirtmiş.Space Reference, meteoru potansiyel tehlikeli obje olarak sınıflandırmamış.	yanlış
868	Bir Twitter hesabı tarafından 15 Nisan 2023 tarihinde yapılan paylaşımda IMF tarafından dünya genelinde tek geçerli para birimi olacak merkez bankası dijital parası olarak “Unicoin”in çıkarıldığı iddia edildi. 	Bir Twitter kullacısı tarafından yapılan paylaşımda dünya genelinde tek geçerli para birimi olacak “Unicoin”in IMF tarafından çıkarıldığı iddia edilmişti. Ancak Unicoin, DCMA isimli özel bir şirket tarafından üretildi. IMF, yanlış anlaşılmaların üzerine Unicoin ve DCMA ile bir bağlantısı olmadığını belirten bir basın açıklaması yayınladı.	yanlış
798	Uğur Şahin'in Covid-19 aşıları işe yaramıyor dediği iddiası	Uğur Şahin aşıların formüller işe yaramadığı için değil, virüs mutasyona uğradığı için değişmesi gerekebileceğini söyledi.Virüslerin mutasyona uğraması aşıların işe yaramadığı anlamına gelmiyor.	yanlış
380	Gluten ve kazeinin otizme yol açtığını gösteren bulgu yok	Glutensiz ve kazeinsiz beslenmenin otizmli bireylerin davranışlarında pozitif etkileri olduğu kanıtlanmış değil.Yapılan çalışmaların hiçbirinde gluten ve kazein gibi proteinlerin otizme yol açtığı görüşünü savunmuyor.	yanlış
631	Papa'ya koronavirüs teşhisi konmadı	Papa’ya yapılan testte Covid-19 bulgusuna rastlanmadı.İddiayı ortaya atan internet sitesi güvenilir bir kaynak değil ve içeriğini yayından kaldırdı.	yanlış
381	Darüşşafaka Lisesi değil eski binası imam hatip oldu	"Restorasyon işleminin İstanbul İl Özel İdaresi tarafından yapıldığına dair paylaşılan görsel doğru ancak günümüze değil restorasyonun yapıldığı 2008 yılına ait.Darüşşafaka Cemiyeti de konu ile ilgili açıklama yaparak, ""1994 yılında daha fazla çocuğa fırsat eşitliği sağlamak ve daha modern koşullarda eğitim sunmak amacıyla Darüşşafaka Lisesi, Fatih'teki 121 yıllık binasından Maslak'taki yeni kampüsüne taşınmıştır"" dedi."	yanlış
490	İspanya’da koronavirüs taşıyan 92 bin vizonun itlaf edileceği iddiası	Daha önce başka ülkelerdeki vizon çiftliklerinde de Covid-19 enfeksiyonu görülmüş ve buralarda da vizonlar itlaf edilmiştiİspanya’da da Covid-19 tespit edilen 92 bin 700 vizon, hayvandan insana bulaş riski sebebiyle itlaf edilecek.Aragon Tarım Bakanı Joaquin Olona, yaptığı basın açıklamasında 92 bin 700 vizonun itlaf edileceğini duyurdu.	doğru
118	Araştırmanın koronavirüsün yüzde 99 oranında laboratuvarda üretildiğini ispatladığı iddiası	SARS-CoV-2’yi diğer koronavirüslerle karşılaştırarak virüsün kaynağını tahmin etmeyi amaçlayan araştırma henüz hakem onayından geçmemiş.Ön baskı aşamasında olduğu için çalışma henüz bilimsel bir kanıt olarak değerlendirilmiyor. Ön baskıda sonuç kesin olmadığı için haberleştirilmemesi yönünde uyarıda bulunuyor.Bazı bilim insanları araştırmanın evreninin kısıtlı olduğu ve SARS-CoV-2’nin tüm akrabalarının kıyaslamaya dahil edilmediği değerlendirmesinde bulunmuş. Bu nedenle araştırmanın ‘kusurlu’ olduğu ve verilerin yanlış yorumlandığı söyleniyor.Araştırmalar sürse de mevcut bulgular, SARS-CoV-2 virüsünün kaynağının zoonotik yani hayvanlardan yayıldığını gösteriyor.	yanlış
900	Time'ın Haluk Levent’i 2023'ün en etkili 100 kişisi arasında gösterdiği iddiası	Haluk Levent, Time dergisinin “Dünyanın en etkili 100 kişisi” listesine seçildi.Levent sosyal medya hesabından listeye seçildiğini açıkladı ancak bu ödülü reddedeceğini belirtti.	doğru
250	Mike Pompeo'nun 'ABD gerekirse Türkiye'ye karşı askeri güç kullanmaya hazır' dediği iddiası	Pompeo’nun sözlerinde özel olarak “Türkiye’ye karşı” ifadesi kullanılmıyor.Röportajın tamamı izlendiğinde Mike Pompeo’nun böyle bir cümle kullanmadığı görülüyor.Videodaki askerler militan değil; Suriye’de Türkiye polisi tarafından eğitilen resmi silahlı güçler.	yanlış
523	İnsanları enfekte eden NeoCov adlı yeni bir ölümcül virüs keşfedildiği iddiası	NeoCov yeni bir virüs türü değil. Güney Afrika'daki yarasalarda tespit edilen virüs, MERS-CoV ile aynı aileden.Virüs insanları enfekte edemiyor. Araştırmacılar virüsün insana bulaşması için mutasyona uğraması gerektiğini belirtmiş.DSÖ de çalışmada tespit edilen virüsün insanlarda potansiyel tehlikesini belirlemek için daha fazla çalışma gerektiğini açıkladı.	yanlış
9	Erdoğan’ın TRT’de katıldığı yayının canlı olmadığı iddiası	Erdoğan’ın 1 Haziran 2021’de katıldığı yayın Çankaya Köşkü’nde gerçekleşti.Çankaya Köşkü’ndeki saat, Atatürk’ün ölüm saati olduğu için 09.05’i gösteriyor.Dışarıdaki aydınlığın sebebi ise spot ışıkları.Yayın moderatörü Betül Soysal Bozdoğan’ın yayın öncesi paylaştığı fotoğrafta dışarının karanlık olduğu görülüyor.	yanlış
196	Çin’in dünyanın yörüngesine yapay bir güneş yerleştirdiği iddiası	“Yapay güneş” sanılan, bir füzyon reaktörü.Reaktör üzerine araştırmalar devam ediyor ve henüz işlevsel değil.İşlevsel hale geldiğinde de yörüngeye yerleştirilmeyecek.İddialarda kullanılan görsel bu reaktörü değil, bir sanat eserini gösteriyor.	yanlış
603	Optimar'ın seçim sonuçları sorusu yanıtları toplamının yüzde 110 çıktığı iddiası	Optimar’ın Ocak ayında gerçekleştirdiği genel seçim anketindeki toplam sonuçlar yüzde 110 değil, 100.Sosyal medyada paylaşılan görselde kararsız oy oranları kararsızlar dağıtılmasına rağmen anket sonucuna yeniden eklenmiş.	yanlış
81	Oy pusulası zarfının ıslatılarak kapatılması durumunda oyların geçersiz sayılacağı iddiası	Zarfın ıslatılarak kapatılması oyu geçersiz kılmıyor.Aynı şekilde oy sayımında zarfın bu sebepten kazaen yırtılması durumunda da oyunuz geçerli.CHP ve İyi Parti YSK temsilcileri de zarfın ıslatılarak kapatılması veya kazayla yırtılması durumlarının oyu geçersiz kılmayacağını söyledi.	yanlış
783	Soylu’nun kadın cinayetleriyle ilgili yaptığı karşılaştırma	Soylu’nun tweetindeki Türkiye verisi tüm nüfusa oranlanarak elde edilmiş. Öte yandan Avrupa ve dünya geneline ilişkin verilerin orijinalinde tüm nüfus değil, yalnızca kadın popülasyon baz alınıyor. Türkiye verisinde de yalnızca kadın nüfus baz alınsaydı milyonda 7,6’lık bir orana ulaşılacak ve Avrupa’nın milyonda 7’lik oranının üzerine çıkılmış olacaktı.Türkiye verilerinin kaynağı bakanlık, Avrupa ve dünya verileri ise Birleşmiş Milletler’den geliyor. Farklı metotlarla elde edilen verileri karşılaştırmak doğru değil.	yanlış
587	Limon koronavirüse karşı korur iddiası	Yapılan araştırmalar ve uzman görüşleri dikkate alındığında limonun korona virüsten koruduğu iddiası yanlış.	yanlış
797	Hollanda'da halka ücretsiz güneş kremi mi dağıtılacak?	Belediyeler, hastaneler ve güneş kremi sağlayıcılarının işbirliği sayesinde Hollanda’da cilt kanserindeki rekor seviyedeki artışla mücadele için ücretsiz güneş kremi sağlanacak.Güneş kremi sağlayıcıları okullara, parklara, spor salonlarına ve halka açık alanlara konulacak.Hollanda’da tüm kanser vakalarının yüzde elli ikisini cilt kanseri oluşturuyor.	doğru
239	Gazeteci Can Ataklı’nın Türkiye’de darbe ile ilgili söylediği sözler	Video konuşma sırasından bağımsız olarak montajlanmış, bu konunun bütünlüğüne zarar vermiş.Videonun tamamı 14 dakika 17 saniye.Orijinal videodan beş ayrı bölüm kullanılmış.Montajlanan videoda, 14 dakika 17 saniyelik videonun sadece yaklaşık ilk beş dakikasından alınan görüntülerle toplam 54 saniyelik yeni bir video oluşturulmuş.Can Ataklı da konuşmasının bağlamından koparıldığını belirtti.	yanlış
290	Bir Twitter hesabı tarafından 8 Şubat 2023 tarihinde yapılan paylaşımda Güney Kıbrıs'ın 6 Ekim 2023'te Kahramanmaraş'ta yaşanan depremin ardından Türkiye'ye yardım gönderme teklifinin Türkiye Cumhuriyeti yetkilileri tarafından reddedildiğini açıkladığı iddia edildi.	Bir Twitter hesabı tarafından yapılan paylaşımda Güney Kıbrıs'ın 6 Ekim 2023'te Kahramanmaraş'ta yaşanan depremlerin ardından Türkiye'ye yardım gönderme teklifinin Türkiye Cumhuriyeti yetkilileri tarafından reddedildiğini açıkladığı iddia edilmişti. Açıklamaya Kıbrıs Cumhuriyeti Dışişleri Bakanlığının resmi internet sitesinden ulaşılabilir. Bunun yanı sıra Kıbrıs Cumhuriyeti Dışişleri Bakanlığı Genel Sekreteri de katıldığı bir programda gerçekleştirilen yardım talebini Türkiye'nin reddettiğini açıkladığını bildirmiş.	doğru
211	Diyanet’in 81 ile ‘kıble uzmanı’ atadığı iddiası	İddia Diyanet’in 2015 yılı Kurumsal Mali Durum ve Beklentiler Raporu’ndaki bir eğitime dayalı.Kurumun hiçbir personel alımında böyle bir pozisyona rastlanmıyor.Diyanet’in insan kaynakları sayfasındaki aramada da bu pozisyona ilişkin bir bilgi yer almıyor.Kurumun basın müşaviri de iddiaları yalanladı.	yanlış
717	Bazı il hıfzıssıhha kurullarının içki yasağı kararında belediyelerin imzalarının olmadığı iddiası	"Kısıtlamalarla birlikte içki yasağı 4 Mayıs tarihinde genelgeyle kesinleşmeden önce bazı illerde yasak kararı il hıfzıssıhha kurullarında alındı. Ancak bazı belediyeler kararı onaylamadıkları halde, kararlarda “oybirliği” yazıyordu.Kırklareli Belediyesi kararı onaylamadıklarını açıklamasına rağmen valilik kararın ""oybirliği"" ile alındığı açıkladı.İzmir Büyükşehir Belediyesi, Aydın Büyükşehir Belediyesi, Bolu Belediye Başkanı, valilikler tarafından yayınlanan kararda imzalarının olmadığını duyurdu.Çanakkale Belediye Başkanı imzasını geri çektiğini açıkladı."	doğru
359	Bir Facebook hesabı tarafından 1 Aralık 2022 tarihinde yapılan paylaşımda Lionel Messi'nin 2022 Dünya Kupası'nın üçüncü maçında penaltı kaçırdığı gibi Mario Kempes’in Arjantin’in şampiyon olduğu 1978 Dünya Kupası’nın üçüncü maçında, Diego Maradona’nın ise 1986 Dünya Kupası’nın üçüncü maçında penaltı kaçırdığı iddia edildi.	Bir Facebook hesabı tarafından Lionel Messi’nin 2022 FIFA Dünya Kupası A Grubu üçüncü maçında Polonya karşısında penaltı kaçırmasının ardından Mario Kempes ve Diego Maradona’nın da Arjantin’in şampiyon olduğu 1978 ve 1986 Dünya Kupalarının üçüncü maçlarında penaltı kaçırdığı iddia edilmişti. Arjantin lehine 1978 ve 1986 turnuvalarının üçüncü maçlarında penaltı verilmemiş. Dolayısıyla kaçırılan bir penaltı da bulunmuyor.	yanlış
449	Gebelerde Covid-19 aşılarının güvenli olduğuna dair bilimsel veri olmadığı iddiası	Çalışmalardan elde edilen veriler, mRNA aşıları dahil olmak üzere, aşıların anne ve bebeğe zararlı bir etkisinin olmadığını gösteriyor.Aşılar gebelikte yaşanabilecek düşük riskini artırmıyor ve güvenli.Türk Tabipler Birliği, Türk Jinekoloji ve Obstetrik Derneği gibi sağlık otoriteleri gebelerin aşılanmasını tavsiye ediyor.	yanlış
227	Prof. Dr. Ahmet Taşağıl’ın sözleri bağlamından koparılmış	Profesör Doktor Ahmet Taşağıl, ‘Orhun Anıtlarının dikildiği çağda Alman veya Fransız diye bir millet oluşmamıştı,’ demedi.2014 yılında konuk olduğu Ceviz Kabuğu programında o dönemde ‘Gotlar ve Frankların’ olduğunu ve örgütlü devlet bağlamında Alman ve Fransız halklarının olmadığını belirtiyor.	yanlış
950	İstanbul Valiliği’ndeki tadilat için 3 milyon liradan fazla bedelli ihale yapıldığı iddiası	Valilik ana makam katı bakım ve onarımı için belli istekliler arasında ihale düzenlenmiş.Sonucunda ise Alba İnşaat Sanayi ve ve Ticaret A.Ş 3 milyon 381 bin 175 liralık teklif ile ihaleyi kazanmış.Kamu İhale Kurumu İhale Arama (EKAP) sayfasına girip arama yaptığımızda ihalenin kaydına ulaşabiliyoruz.	doğru
946	İrlanda Sağlık Bakanlığı’na ait olduğu öne sürülen yan etki posteri	Paylaşımdaki posterde İrlanda Cumhuriyeti logosu olsa da, logonun yanındaki “Muintir na hÉireann, People of Ireland” yazısı İrlanda Sağlık Bakanlığı’na ait değil.“Muintir na hÉireann” yani İrlanda Halkı olarak bilinen grup, 1990’larda İrlanda'da popülist bir siyasi partiyi temsil ediyordu.İrlanda Sağlık Ürünleri Düzenleme Kurumu’na ait sitede aşıların ani ölümlere sebep olduğunu söyleyen bir açıklama yok.	yanlış
796	ABB’nin Kavaklı ilkokul ve ortaokul öğrencilerinin otobüs hattını iptal ettiği iddiası	ABB Kavaklı ilkokul ve ortaokul öğrencilerinin de kullandığı otobüs hattını, yolcu potansiyelinin düşük ve kurum imkanlarının kısıtlı olması gerekçeleriyle iptal etti.Belediyeye göre iptal kararı, MEB’in taşıma yoluyla eğitime erişim yönetmeliğindeki şartlar dikkate alınarak verildi.MEB'in yönetmeliğinde taşımalı eğitimin nüfusu az ve dağınık yerleşim birimlerindeki zorunlu öğrenim çağındaki öğrencilere sunulan bir uygulama olduğu belirtiliyor.	doğru
501	Barcelona’nın stadı Camp Nou’da Atatürk posteri açıldığı ve Messi'nin Atatürk baskılı tişört giydiği iddiası	Fotoğrafın orijinalinde sahanın ortasında sadece Şampiyonlar Ligi logosunun olduğu görülebiliyor.Fotoğrafta ön tarafta bulunan ve stadyumun fotoğrafını çeken kişinin Bayern Münih’te oynayan Franck Ribery’nin 7 numaralı formasını giydiğini görmek mümkün.	yanlış
464	Yeni koronavirüsün hiçbir zaman izole edilmediği iddiası	Koronavirüs, Türkiye de dahil olmak üzere birçok kez farklı ülkelerde izole edildi.Koronavirüsün genetik materyalini inceleyen bilimsel araştırmalar, virüsün izolasyonuna kanıt.Virüs izolasyonu, laboratuvarda virüsün üzerinde çalışılabilmesi için enfekte olmuş bir canlıdan saf bir virüs örneği alınması anlamına geliyor.	yanlış
362	Sözlerin Steve Jobs'ın ölmeden önce yazdığı son yazıdan olduğu iddiası	Ölmeden önce Jobs’ın yakınında bulunanların ifadelerine göre böyle bir metin yok.Metnin yayılmasının sebebi Kasım 2015 tarihli sosyal medya paylaşımları.	yanlış
468	Belgenin AK Parti teşkilatında 128 sayısını anmanın yasaklandığını gösterdiği iddiası	AK Parti teşkilatlarına gönderildiği iddia edilen belge sahte.Belge AK Parti tüzüğünde yer alan yazışma yönetmeliğinde belirtilen kriterleri karşılamıyor. Belgenin kendi de montaj olduğunu gösteriyor.AK Parti yetkilisi belgenin sahte olduğunu, böyle bir yasak getirilmediğini doğruladı.	yanlış
935	WhatsApp gruplarının devlet tarafından incelemeye alındığı iddiası	Mecliste görüşülen düzenleme infaz yasasında değişiklikler öngörüyor ama dijital medyayla ilgili bir madde içermiyor.Çıkmak üzere olan kanunlar arasında böyle bir madde yer almıyor.	yanlış
